id,owner,created,Utility,nParams,downloads,totalDownloads
fblgit/UNA-TheBeagle-7b-v1,fblgit,2024-01-09,0.462965365157608,7241732096,774,18515
fblgit/juanako-7b-UNA,fblgit,2023-11-27,0.4686729796341938,7241732096,736,19701
rwitz/go-bruins-v2,rwitz,2023-12-09,0.36204436373070437,7241732096,105,26122
automerger/YamshadowExperiment28-7B,automerger,2024-03-18,0.46984044623167726,7241732096,4800,19223
SanjiWatsuki/Kunoichi-DPO-v2-7B,SanjiWatsuki,2024-01-13,0.4157478272149436,7241732096,1178,47297
icefog72/IceSakeV4RP-7b,icefog72,2024-06-26,0.45219872875859385,7241732096,15,30
icefog72/IceCocoaRP-7b,icefog72,2024-06-07,0.4544039434427293,7241732096,28,45
icefog72/IceSakeV8RP-7b,icefog72,2024-06-26,0.4451939291736931,7241732096,28,44
icefog72/IceLemonTeaRP-32k-7b,icefog72,2024-04-03,0.45933324685432614,7241732096,146,6423
icefog72/IceSakeRP-7b,icefog72,2024-07-07,0.46581917239590087,7241732096,81,163
icefog72/IceCoffeeRP-7b,icefog72,2024-04-27,0.448566610455312,7241732096,115,2271
icefog72/IceSakeV6RP-7b,icefog72,2024-06-26,0.4564794396160332,7241732096,17,36
HuggingFaceH4/zephyr-7b-beta,HuggingFaceH4,2023-10-26,0.43069474158315507,7241732096,232179,2940510
mlabonne/AlphaMonarch-7B,mlabonne,2024-02-14,0.4505123296926022,7241732096,11823,49567
mlabonne/NeuralBeagle14-7B,mlabonne,2024-01-15,0.43105461149306007,7241732096,645,19436
awnr/Mistral-7B-v0.1-signtensors-1-over-4,awnr,2024-07-29,0.2900505902192243,7241732096,26,249
awnr/Mistral-7B-v0.1-signtensors-5-over-16,awnr,2024-07-29,0.3866908807886886,7241732096,19,230
awnr/Mistral-7B-v0.1-signtensors-3-over-8,awnr,2024-07-29,0.40485147230509794,7241732096,43,256
awnr/Mistral-7B-v0.1-signtensors-1-over-2,awnr,2024-06-27,0.4170450123232585,7241732096,25,1231
awnr/Mistral-7B-v0.1-signtensors-7-over-16,awnr,2024-07-29,0.40744584252172783,7241732096,22,236
Kukedlc/NeuralSynthesis-7B-v0.1,Kukedlc,2024-04-06,0.4685432611233623,7241732096,7915,22727
flammenai/flammen15-gutenberg-DPO-v1-7B,flammenai,2024-04-05,0.47308340900246465,7241732096,102,3867
Intel/neural-chat-7b-v3-1,Intel,2023-11-14,0.4947641031415381,7241732096,5527,151505
argilla/notus-7b-v1,argilla,2023-11-16,0.4131534569983137,7241732096,3999,49354
mistral-community/Mistral-7B-v0.2,mistral-community,2024-03-23,0.44431933340839996,7241732096,9842,185222
Eric111/CatunaMayo-DPO,Eric111,2024-02-21,0.47762355688156705,7241732096,80,10249
Eric111/CatunaMayo,Eric111,2024-02-15,0.48021792709819694,7241732096,71,16180
spmurrayzzz/Mistral-Syndicate-7B,spmurrayzzz,2023-12-30,0.402516539110131,7241732096,24,7646
Stark2008/LayleleFlamPi,Stark2008,2024-07-12,0.4698404462316772,7241732096,26,53
Stark2008/GutenLaserPi,Stark2008,2024-07-11,0.4774938383707355,7241732096,27,63
shadowml/BeagSake-7B,shadowml,2024-01-31,0.47373200155662215,7241732096,11039,43476
nlpguy/StarFusion-alpha1,nlpguy,2024-04-13,0.4149695161499546,7241748480,17,4684
Pretergeek/openchat-3.5-0106_Rebased_Mistral-7B-v0.2,Pretergeek,2024-07-21,0.35893111947074846,7241748480,27,51
Weyaxi/Einstein-v4-7B,Weyaxi,2024-02-22,0.3761836814113374,7241748480,624,12275
BAAI/Infinity-Instruct-3M-0613-Mistral-7B,BAAI,2024-06-21,0.45764690621351667,7241748480,4480,5033
jieliu/Storm-7B,jieliu,2024-04-25,0.4784018679465559,7241748480,61,456
NousResearch/Nous-Hermes-2-Mistral-7B-DPO,NousResearch,2024-02-18,0.46762751942348835,7241748480,6406,145850
Yuma42/KangalKhan-RawRuby-7B,Yuma42,2024-02-17,0.4366325074588144,7241748480,78,10110
VAGOsolutions/SauerkrautLM-7b-LaserChat,VAGOsolutions,2024-02-05,0.42495784148397975,7241748480,88,15661
VAGOsolutions/SauerkrautLM-7b-HerO,VAGOsolutions,2023-11-24,0.4476585808794915,7241748480,930,23740
openchat/openchat-3.5-1210,openchat,2023-12-12,0.4474721315167211,7241748480,21262,304302
openchat/openchat-3.5-0106,openchat,2024-01-07,0.45546672671996397,7241748480,21935,713265
teknium/OpenHermes-2.5-Mistral-7B,teknium,2023-10-29,0.4679653192208085,7241748480,37708,857820
vicgalle/ConfigurableHermes-7B,vicgalle,2024-02-17,0.4234012193540018,7241748480,5288,20129
berkeley-nest/Starling-LM-7B-alpha,berkeley-nest,2023-11-25,0.43756333746199755,7241748480,18150,865352
ibm/merlinite-7b,ibm,2024-03-02,0.4828285103028938,7241797632,13534,87221
NousResearch/Hermes-2-Pro-Mistral-7B,NousResearch,2024-03-11,0.4764103141538115,7241994240,17297,209583
mistralai/Mistral-7B-Instruct-v0.3,mistralai,2024-05-22,0.45985812408512555,7248023552,685894,1661555
mistralai/Mistral-7B-v0.3,mistralai,2024-05-22,0.44431933340839996,7248023552,128704,524143
cognitivecomputations/dolphin-2.9.3-mistral-7B-32k,cognitivecomputations,2024-06-25,0.447009988325334,7248039936,14356,21466
