id,owner,created,Utility,nParams,downloads,totalDownloads
timm/dm_nfnet_f5.dm_in1k,timm,2023-03-24,0.861,377210000.0,239,8796
timm/tiny_vit_21m_384.dist_in22k_ft_in1k,timm,2023-09-01,0.8609399999999999,21230000.0,546,23705
timm/volo_d5_224.sail_in1k,timm,2023-04-13,0.86078,295460000.0,428,9682
timm/cait_m36_384.fb_dist_in1k,timm,2023-04-13,0.86064,271220000.0,20137,832131
timm/volo_d2_384.sail_in1k,timm,2023-04-13,0.8605800000000001,58870000.0,265,7708
timm/hgnetv2_b6.ssld_stage1_in22k_in1k,timm,2024-02-12,0.8605200000000001,75260000.0,349,2697
timm/hiera_large_224.mae_in1k_ft_in1k,timm,2024-05-13,0.86044,213740000.0,200,2448
timm/regnety_160.sw_in12k_ft_in1k,timm,2023-03-21,0.86032,83590000.0,1212,22453
timm/xcit_large_24_p8_384.fb_dist_in1k,timm,2023-04-13,0.8602599999999999,188930000.0,178,6084
timm/regnety_160.swag_ft_in1k,timm,2023-03-21,0.8601800000000001,83590000.0,145,8377
timm/tf_efficientnetv2_m.in21k_ft_in1k,timm,2022-12-13,0.8601399999999999,54140000.0,50779,629961
timm/regnety_160.lion_in12k_ft_in1k,timm,2023-03-21,0.8601000000000001,83590000.0,129,6111
timm/vit_base_patch16_384.augreg_in21k_ft_in1k,timm,2022-12-22,0.86006,86860000.0,23435,1232231
timm/efficientvit_l2.r384_in1k,timm,2023-11-21,0.85982,63710000.0,746,11225
timm/regnety_1280.swag_lc_in1k,timm,2023-03-21,0.85966,644810000.0,165,6575
timm/vit_base_patch16_clip_224.openai_ft_in12k_in1k,timm,2022-11-28,0.85962,86570000.0,940,16297
timm/nextvit_small.bd_ssld_6m_in1k_384,timm,2024-02-11,0.85956,31760000.0,107,2305
timm/seresnextaa101d_32x8d.sw_in12k_ft_in1k,timm,2023-04-05,0.85956,93590000.0,934,45209
timm/efficientvit_l3.r256_in1k,timm,2023-11-21,0.85954,246040000.0,132,2332
timm/efficientnet_b5.sw_in12k_ft_in1k,timm,2022-12-13,0.8589199999999999,30390000.0,7989,132554
timm/volo_d4_224.sail_in1k,timm,2023-04-13,0.85872,192960000.0,268,8847
timm/dm_nfnet_f4.dm_in1k,timm,2023-03-24,0.8586,316070000.0,286,10684
timm/vit_large_patch16_224.augreg_in21k_ft_in1k,timm,2022-12-22,0.8584999999999999,304330000.0,15390,447120
timm/xcit_medium_24_p8_384.fb_dist_in1k,timm,2023-04-13,0.85842,84320000.0,176,6316
timm/vit_base_patch8_224.augreg_in21k_ft_in1k,timm,2022-12-22,0.85836,86580000.0,298,27033
timm/tf_efficientnetv2_l.in21k_ft_in1k,timm,2022-12-13,0.85832,118520000.0,9054,107270
timm/deit3_large_patch16_384.fb_in1k,timm,2023-03-28,0.8581799999999999,304760000.0,263,10336
timm/convnext_base.fb_in22k_ft_in1k,timm,2022-12-13,0.85816,88590000.0,61572,1599509
timm/efficientvit_l3.r224_in1k,timm,2023-11-21,0.85812,246040000.0,296,11231
timm/vit_base_patch32_clip_448.laion2b_ft_in12k_in1k,timm,2022-11-05,0.858,88340000.0,12945,325428
timm/caformer_s36.sail_in22k_ft_in1k,timm,2023-05-05,0.85788,39300000.0,746,11586
timm/convformer_b36.sail_in1k_384,timm,2023-05-05,0.8577800000000001,99880000.0,427,28621
timm/xcit_large_24_p16_384.fb_dist_in1k,timm,2023-04-13,0.85776,189100000.0,259,6606
timm/convnextv2_large.fcmae_ft_in1k,timm,2023-01-05,0.85762,197960000.0,2606,27410
timm/eva02_small_patch14_336.mim_in22k_ft_in1k,timm,2023-03-31,0.8576,22130000.0,1200,131294
timm/caformer_s36.sail_in1k_384,timm,2023-05-05,0.85756,39300000.0,86,3824
timm/convnext_small.fb_in22k_ft_in1k_384,timm,2022-12-13,0.8575400000000001,50220000.0,5922,155790
timm/deit3_base_patch16_224.fb_in22k_ft_in1k,timm,2023-03-28,0.8572799999999999,86590000.0,911,41948
timm/vit_betwixt_patch16_reg4_gap_256.sbb2_e200_in12k_ft_in1k,timm,2024-08-21,0.8572799999999999,60400000.0,391,1845
timm/dm_nfnet_f5.dm_in1k,timm,2023-03-24,0.8571599999999999,377210000.0,239,8796
timm/dm_nfnet_f3.dm_in1k,timm,2023-03-24,0.8567199999999999,254920000.0,6429,21631
timm/maxvit_tiny_tf_512.in1k,timm,2022-12-02,0.8565999999999999,31050000.0,6912,124931
timm/tf_efficientnetv2_l.in1k,timm,2022-12-13,0.8565999999999999,118520000.0,182,10092
timm/flexivit_large.1200ep_in1k,timm,2022-12-22,0.8564400000000001,304360000.0,786,8855
timm/efficientvit_l2.r288_in1k,timm,2023-11-21,0.85614,63710000.0,120,2023
timm/regnety_160.lion_in12k_ft_in1k,timm,2023-03-21,0.85602,83590000.0,129,6111
timm/beitv2_base_patch16_224.in1k_ft_in1k,timm,2023-05-09,0.85596,86530000.0,1470,10489
timm/regnety_160.sw_in12k_ft_in1k,timm,2023-03-21,0.8559399999999999,83590000.0,1212,22453
timm/xcit_small_24_p8_384.fb_dist_in1k,timm,2023-04-13,0.8558199999999999,47630000.0,191,5499
timm/convformer_m36.sail_in1k_384,timm,2023-05-05,0.8558,57050000.0,73,3525
timm/tf_efficientnetv2_xl.in21k_ft_in1k,timm,2022-12-13,0.8556199999999999,208120000.0,15873,204382
timm/vit_medium_patch16_gap_384.sw_in12k_ft_in1k,timm,2022-12-02,0.85554,39030000.0,397,8405
timm/maxvit_small_tf_384.in1k,timm,2022-12-02,0.8553400000000001,69020000.0,283,23592
timm/flexivit_large.600ep_in1k,timm,2022-12-22,0.8553000000000001,304360000.0,110,6370
timm/nextvit_large.bd_ssld_6m_in1k,timm,2024-02-11,0.85524,57870000.0,297,3704
timm/caformer_b36.sail_in1k,timm,2023-05-05,0.85502,98750000.0,389,10614
timm/dm_nfnet_f4.dm_in1k,timm,2023-03-24,0.8549599999999999,316070000.0,286,10684
timm/vit_base_patch16_clip_224.laion2b_ft_in1k,timm,2022-11-09,0.85494,86570000.0,312,23389
timm/convnextv2_base.fcmae_ft_in1k,timm,2023-01-05,0.8549,88720000.0,448,31073
timm/hgnet_base.ssld_in1k,timm,2024-02-12,0.8547199999999999,71580000.0,206,3272
timm/cait_s36_384.fb_dist_in1k,timm,2023-04-13,0.85458,68370000.0,271,8535
timm/regnety_120.sw_in12k_ft_in1k,timm,2023-03-21,0.85442,51820000.0,28406,81278
timm/volo_d3_224.sail_in1k,timm,2023-04-13,0.85442,86330000.0,256,8629
timm/xcit_medium_24_p16_384.fb_dist_in1k,timm,2023-04-13,0.85434,84400000.0,274,5676
timm/deit_base_distilled_patch16_384.fb_in1k,timm,2023-03-28,0.8542799999999999,87630000.0,1005,38877
timm/caformer_s18.sail_in22k_ft_in1k_384,timm,2023-05-05,0.8542400000000001,26340000.0,192,11209
timm/convformer_s36.sail_in22k_ft_in1k,timm,2023-05-05,0.8542400000000001,40010000.0,365,8646
timm/vit_betwixt_patch16_reg4_gap_256.sbb_in12k_ft_in1k,timm,2024-05-11,0.8542400000000001,60400000.0,340,2201
timm/vit_base_patch32_clip_384.laion2b_ft_in12k_in1k,timm,2022-11-05,0.8541,88300000.0,348,17038
timm/xcit_large_24_p8_224.fb_dist_in1k,timm,2023-04-13,0.85402,188930000.0,118,5416
timm/convformer_s36.sail_in1k_384,timm,2023-05-05,0.8538,40010000.0,73,3695
timm/efficientvit_l2.r256_in1k,timm,2023-11-21,0.85368,63710000.0,280,2448
timm/tf_efficientnet_b8.ap_in1k,timm,2022-12-13,0.85366,87410000.0,884,17474
timm/tf_efficientnet_b8.ra_in1k,timm,2022-12-13,0.85356,87410000.0,217,8361
timm/convnext_small.in12k_ft_in1k,timm,2023-01-11,0.85324,50220000.0,3964,81213
timm/vit_base_patch16_clip_224.openai_ft_in1k,timm,2022-11-09,0.8528600000000001,86570000.0,381,20908
timm/flexivit_large.300ep_in1k,timm,2022-12-22,0.8528199999999999,304360000.0,101,6364
timm/convnext_small.fb_in22k_ft_in1k,timm,2022-12-13,0.85276,50220000.0,1419,49781
timm/swin_base_patch4_window7_224.ms_in22k_ft_in1k,timm,2023-03-18,0.8527,87770000.0,96832,2221387
timm/volo_d1_384.sail_in1k,timm,2023-04-13,0.8526600000000001,26780000.0,1180,32888
timm/mvitv2_large.fb_in1k,timm,2023-04-13,0.85264,217990000.0,198,4930
timm/beit_base_patch16_224.in22k_ft_in22k_in1k,timm,2022-12-23,0.85244,86530000.0,23343,999467
timm/caformer_m36.sail_in1k,timm,2023-05-05,0.8523999999999999,56200000.0,480,14960
timm/vit_base_patch32_clip_384.openai_ft_in12k_in1k,timm,2022-11-11,0.85226,88300000.0,5540,40567
timm/deit3_huge_patch14_224.fb_in1k,timm,2023-03-28,0.85222,632130000.0,916,10659
timm/tf_efficientnetv2_m.in1k,timm,2022-12-13,0.8521,54140000.0,367,16727
timm/volo_d2_224.sail_in1k,timm,2023-04-13,0.85202,58680000.0,2293,20492
timm/inception_next_base.sail_in1k_384,timm,2023-08-24,0.852,86670000.0,115,4240
timm/tf_efficientnetv2_l.in1k,timm,2022-12-13,0.8519599999999999,118520000.0,182,10092
timm/nextvit_base.bd_ssld_6m_in1k,timm,2024-02-11,0.85182,44820000.0,210,3472
timm/tf_efficientnet_b4.ns_jft_in1k,timm,2022-12-13,0.8517600000000001,19340000.0,5679,137856
timm/dm_nfnet_f2.dm_in1k,timm,2023-03-24,0.8517600000000001,193780000.0,3313,32586
timm/convnext_small.in12k_ft_in1k,timm,2023-01-11,0.8516400000000001,50220000.0,3964,81213
timm/convnext_tiny.in12k_ft_in1k_384,timm,2023-01-18,0.85154,28590000.0,1228,36538
timm/hgnetv2_b5.ssld_stage2_ft_in1k,timm,2024-02-12,0.8515,39570000.0,417,8260
timm/regnety_2560.seer_ft_in1k,timm,2023-03-21,0.85146,1282600000.0,76,6325
timm/hiera_base_plus_224.mae_in1k_ft_in1k,timm,2024-05-13,0.85134,69900000.0,229,2625
timm/tf_efficientnet_b7.ap_in1k,timm,2022-12-13,0.8513200000000001,66349999.99999999,182,8422
timm/vit_base_patch16_224.augreg2_in21k_ft_in1k,timm,2022-12-22,0.8511,86570000.0,521016,7183989
